id,name,faction_id,source_id,legend,role,loadout,transport,virtual,leader_head,leader_footer,damaged_w,damaged_description,link
169,Gabriel Seth,SM,246,"Gabriel Seth is a terrifyingly violent warrior, fearlessly charging headlong into the fray in a whirlwind of fury and savagery. He wields Blood Reaver, an enormous two-handed chainsword, with which he is capable of hacking apart even the most monstrous foes.",Characters,<b>This model is equipped with:</b> bolt pistol; Blood Reaver.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Gabriel-Seth
218,Azrael,SM,23,"Supreme Grand Master Azrael is a beacon of inspiration to those who follow him, and is paid enormous respect for his ability as a strategist. A masterful commander, he quickly grasps changing battlefield realities and orchestrates his forces to maximum advantage. In the fray, Azrael decapitates foes with every strike of the Sword of Secrets.",Characters,<b>This model is equipped with:</b> Lion’s Wrath; the Sword of Secrets; the Lion Helm.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Azrael
219,Belial,SM,23,"Belial is a warrior born – a killer whose skill in battle has always stood out, even amongst his post-human brethren. For all his ability he is a staunch perfectionist, chastising himself for every perceived weakness. In battle he wields the Sword of Silence, an obsidian Chapter relic that seems to swallow nearby sound.",Characters,<b>This model is equipped with:</b> master-crafted storm bolter; the Sword of Silence.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Belial
225,Asmodai,SM,23,"Asmodai is the Dark Angels’ most successful Interrogator-Chaplain. Relentless and humourless, in battle he incites his battle-brothers’ fighting spirit to reach new heights, rendering them unstoppable killing machines by chanting his litanies of hate with unshakeable belief.",Characters,<b>This model is equipped with:</b> heavy bolt pistol; crozius arcanum and power weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Asmodai
226,Ezekiel,SM,23,"Ezekiel is Grand Master of Librarians. /4s a master of Interromancy, his warp-whispers shred the sanity of his enemies. His blade, known as Traitor’s Bane, was forged to slay those who turn against the Emperor. It is a formidable force weapon rumoured to entrap forever the souls of the Fallen.",Characters,<b>This model is equipped with:</b> the Deliverer; Mind Wipe; Traitor’s Bane; Book of Salvation.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Ezekiel
230,Deathwing Terminator Squad,SM,23,"Deploying rapidly onto the battlefield via blazing teleport strike or within the armoured hull of a large transport, Deathwing Terminator Squads pour heavy fire into their enemies or engage them in brutal melee, smashing them apart with thunder hammers or cutting them to ribbons with lightning claws.",Other,<b>The Deathwing Sergeant is equipped with:</b> storm bolter; power weapon. <br><br><b>Every Deathwing Terminator is equipped with:</b> storm bolter; power fist.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Deathwing-Terminator-Squad
231,Deathwing Knights,SM,23,"Deathwing Knights are the Chapter’s ultimate death-dealers, their strikes breaking the enemy’s back in one fell swoop. Equipped with heirloom wargear, they teleport into the heart of the thickest fighting, led by Knight Masters who are whirlwinds of deathly destruction.",Other,<b>The Knight Master is equipped with:</b> great weapon of the Unforgiven.<br><br><b>Every Deathwing Knight is equipped with:</b> mace of absolution.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Deathwing-Knights
238,Ravenwing Darkshroud,SM,23,"Mounted upon each Darkshroud is a mysterious statue that survived Caliban’s destruction and became imbued with the energies released by that cataclysmic event. Through the artifi ce of the Dark Angels, these energies are amplified and used to obscure those battle-brothers near to the Darkshroud from enemy sight.",Other,<b>This model is equipped with:</b> heavy bolter; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Ravenwing-Darkshroud
239,Nephilim Jetfighter,SM,23,"Sleek air-to-air interceptors, Nephilim Jetfighters perform lightning-fast manoeuvres in high-speed warfare. These pilots continually push the Techmarines for enhancements and modification to their craft to make them faster and deadlier – the results have proven truly substantial.",Other,<b>This model is equipped with:</b> avenger mega bolter; blacksword missiles; twin heavy bolter; armoured hull.,,FALSE,,,45660,"While this model has 1-3 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Nephilim-Jetfighter
240,Ravenwing Dark Talon,SM,23,"The Dark Talon is a close-attack aircraft designed to help the Rovenwing snatch up their most tenacious or troublesome prey. It is aided in this role by armaments doting bock to the Dark Age of Technology, such os the empirically charged rift cannon and the sinister stasis bomb, that trammels victims in o rone of slowed time.",Other,<b>This model is equipped with:</b> rift cannon; 2 hurricane bolters; armoured hull.,,FALSE,,,45660,"While this model has 1-3 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Ravenwing-Dark-Talon
241,Ravenwing Black Knights,SM,23,"The Ravenwing Black Knights are the 2nd Company’s greatest warriors, elite fighters who style themselves after the monster-hunting knights of old Caliban. They speed towards the foe, swinging their corvus hammers with such force that the spiked end punctures even the thickest armour.",Other,<b>Every model is equipped with:</b> bolt pistol; plasma talon; Black Knight combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Ravenwing-Black-Knights
242,Land Speeder Vengeance,SM,23,"Boasting a larger chassis and anti-gravity engines, the Land Speeder Vengeance mounts heavier weaponry than other Land Speeders, and is thus fitted with a plasma storm battery. In battle, its crew use this potent weapon to deliver devastating firepower while keeping pace with the swift hunt of the Ravenwing.",Other,<b>This model is equipped with:</b> heavy bolter; plasma storm battery; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Land-Speeder-Vengeance
243,Fortress Of Redemption,UN,271,,Fortifications,<b>This model is equipped with:</b> redemptor lascannons; redemptor missile silo.,"This <span class=""kwb"">FORTIFICATION</span> has a transport capacity of 20 <span class=""kwb"">INFANTRY</span> models. Each model with a Wounds characteristic of 3 or more takes up the space of 2 models. It cannot transport non-<span class=""kwb"">CHARACTER</span> models with a Wounds characteristic of 4 or more.",FALSE,,,45667,"While this model has 1-10 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/unaligned-forces/Fortress-Of-Redemption
282,Logan Grimnar,SM,36,"Logan Grimnar – Great Wolf and High King of Fenris – is one of the longest serving Chapter Masters. Waging war against any who threaten the Space Wolves or the Imperium, Grimnar’s charisma and centuries of heroic victories have immortalised him as one of the most lauded warriors in the galaxy.",Characters,<b>This model is equipped with:</b> storm bolter; Axe Morkai; Tyrnak and Fenrir.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Logan-Grimnar
285,Ragnar Blackmane,SM,36,"Supremely confident and eager always to be first into the fray, Wolf Lord Ragnar Blackmane regularly leads his Great Company in devastating planetary invasions. No longer as headstrong as in his youth, Ragnar’s berserk rages are still furious hurricanes of violence, and his terrifying howls freeze the blood of his foes.",Characters,<b>This model is equipped with:</b> bolt pistol; Frostfang.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Ragnar-Blackmane
292,Njal Stormcaller,SM,36,"Summoning ice-toothed blizzards to scatter his foes, Njal Stormcaller is an elemental focus of psychic fury. He is High Rune Priest of the Space Wolves and wields a crackling staff by which he nullifies enemy sorceries.",Characters,<b>This model is equipped with:</b> bolt pistol; Living Lightning; Staff of the Stormcaller.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Njal-Stormcaller
297,Ulrik The Slayer,SM,36,"A paragon of wisdom and experience, Ulrik the Slayer has mentored many of the Space Wolves’ greatest champions. He is the Wolf High Priest, inspiring all who fight alongside him with his aggression and martial prowess. Turning his fearsome gaze upon mighty foes, Ulrik swears weighty oaths to cut them down.",Characters,<b>This model is equipped with:</b> plasma pistol; artificer crozius arcanum.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Ulrik-The-Slayer
302,Bjorn The Fell-handed,SM,36,"Most ancient of all Space Marines and last of the Company of Russ, Bjorn the Fell-Handed has fought for millennia within a Dreadnought’s sarcophagus. The Space Wolves revere Bjorn as a living link to their deepest past, waking him only in times of dire need, and he still fights as furiously as he did at Russ’ side.",Characters,<b>This model is equipped with:</b> assault cannon; heavy flamer; Trueclaw.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Bjorn-The-Fell-handed
303,Blood Claws,SM,36,"Young and fiery warriors full of belligerent enthusiasm, Blood Claws hunger to prove themselves in savage battle. With relentless exuberance they plunge headlong into the foe, straddling the line between sheer heroism and recklessness. Many great sagas start with the Blood Claws’ glory hunts.",Battleline,<b>Every model is equipped with:</b> bolt pistol; Astartes chainsword.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Blood-Claws
305,Grey Hunters,SM,36,"With their instinctive raw aggression tempered – but never quashed – by countless battlefield victories, Grey Hunters are patient, cunning and adaptable. Some packs take and hold ground, unleashing volleys of disciplined firepower, while others stalk the flanks. When the trap is set, Grey Hunters leap in for the kill.",Battleline,<b>Every model is equipped with:</b> bolt carbine; bolt pistol; Astartes chainsword.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Grey-Hunters
306,Iron Priest,SM,36,"Space Wolves Techmarines – the Iron Priests – are holders of arcane technological lore that they use to repair the Chapter’s damaged war engines and soothe their affronted machine spirits. Warriors of Fenris first and foremost, Iron Priests will not hesitate to bring their own esoteric weapons to bear on the foe if needed.",Characters,<b>This model is equipped with:</b> helfrost pistol; tempest hammer and servo-arm.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Iron-Priest
308,Iron Priest On Thunderwolf,SM,269,,Characters,<b>This model is equipped with:</b> boltgun; crushing teeth and claws; Iron Priest hammer; servo-arm.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Iron-Priest-On-Thunderwolf
311,Wulfen,SM,36,"Wulfen exist on the brink of constant berserk rages, and their chilling howls unleash the inner beast in sons of Russ nearby. Wulfen are bestial warriors, altered by the Curse lying in the blood of all scions of the Wolf King. They are hunters, bounding forward with fangs bared and claws outstretched, ripping foes apart with inhuman speed.",Other,<b>Every model is equipped with:</b> Wulfen weapons; death totem.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Wulfen
314,Murderfang,SM,36,"A stampeding mechanical beast is unleashed from beneath the Fang in times of need, its massively brutal claws tearing its foes limb from bloody limb. The Chapter names it Murderfang. Its true identity is unknown for its insensate snarling rages are bereft of speech; it is known now only as a force of untamed destruction.",Characters,<b>This model is equipped with:</b> heavy flamer; storm bolter; Murderclaws.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Murderfang
317,Arjac Rockfist,SM,36,"Arjac Rockfist is a towering mass of muscle and a taciturn anvil of endurance. Wielding the enormous Foehammer – recalling his former role as an Iron Priest of the forge – Arjac crushes his foes with pulverising strength. As personal champion of the Great Wolf, Arjac upholds the honour of the Chapter.",Characters,<b>This model is equipped with:</b> Foehammer.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Arjac-Rockfist
318,Wolf Guard Terminators,SM,36,"Wolf Guard bedeck their Terminator armour with totems, trophies and marks of honour gained over their years of battle. They fight at the spearhead of assaults, eagerly seeking glory as enemy fire deflects harmlessly from their relic armour, the earth shaking beneath their heavy tread as they slay with stunning skill.",Other,<b>The Wolf Guard Terminator Pack Leader is equipped with:</b> storm bolter; master-crafted power weapon.<br><br><b>Every Wolf Guard Terminator is equipped with:</b> storm bolter; master-crafted power weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Wolf-Guard-Terminators
322,Thunderwolf Cavalry,SM,36,"Thunderwolves are monstrous and solitary alpha predators, and only the most dauntless elite within the Wolf Guard have the dominance to ride them to war. When they charge, crushing jaws tear through armoured plates, flesh and bone with feral butchery, while the Thunderwolves’ riders hack down the foe with heroic ferocity.",Other,<b>Every model is equipped with:</b> bolt pistol; teeth and claws; Wolf Guard weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Thunderwolf-Cavalry
323,Fenrisian Wolves,SM,36,"Amongst the most vicious and intelligent predators in the galaxy, Fenrisian Wolves accompany the sons of Russ to battle, following them as the pack follows the alpha. Even the sleekest are as big as a Human, yet they prowl silently before pouncing in a swift and coordinated flurry of razor-sharp teeth and claws.",Other,<b>Every model is equipped with:</b> teeth and claws.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Fenrisian-Wolves
358,Corvus Blackstar,SM,35,"Corvus Blackstars are sleek and shrouded aircraft used to insert kill teams into heavily infested landing zones or even xenos strongholds. With a barrage of missiles, Blackstars secure aerial supremacy and sweep the target site clear before firing their hover jets and delivering their deadly payload of elite warriors.",Other,<b>This model is equipped with:</b> 2 Blackstar rocket launchers; twin assault cannon; armoured hull.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 12 <span class=""tooltip00366"" data-tooltip-content=""#tooltip_content00366"" data-tooltip-anchor=""#tooltip_content00366""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span></span> or <span class=""tooltip00372"" data-tooltip-content=""#tooltip_content00372"" data-tooltip-anchor=""#tooltip_content00372""><span class=""kwb"">KILL</span> <span class=""kwb"">TEAM</span></span> models. Each <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">GRAVIS</span></span> or <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models and each <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">CENTURION</span></span> model takes up the space of 3 models.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Corvus-Blackstar
374,Grand Master Voldus,GK,13,"Grand Master Aldrik Voldus wields the mighty Malleus Argyrum, a daemon hammer whose head dances with sorcerous flame fewfoes can withstand. One of the most potent psykers his Chapter has known in years, he also possesses the power to unleash waves of soulfire against his enemies and to conjure sanctuaries of dancing psychic luminescence that shield his brothers from harm.",Characters,<b>This model is equipped with:</b> Searing Purity; storm bolter; Malleus Argyrum.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Grand-Master-Voldus
375,Grand Master,GK,13,"The Grand Masters are the leaders of the Grey Knights brotherhoods and stand amongst their greatest warriors. More than this, they are accomplished battle psykers able to augment their martial might with tightly focused empyric power and strategic scholars and savants whose grasp of the strategies required to battle the supernatural and malign is unmatched.",Characters,<b>This model is equipped with:</b> storm bolter; Nemesis force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Grand-Master
376,Brother-captain,GK,13,"As the strong left hands of their Grand Masters, the Brother-Captains are seasoned battlefield commanders and potent warriors. They turn their prodigious psychic gifts to the swift annihilation of their enemies, augmenting their battle-brothers’ strength, sensing the foe’s hidden weaknesses, and setting an uncompromising example to those who follow them.",Characters,<b>This model is equipped with:</b> storm bolter; Nemesis force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Brother-captain
379,Brotherhood Champion,GK,13,"A Brotherhood Champion acts as an exemplar of martial prowess to which all Grey Knights aspire. He is a warrior of peerless skill who mentors recruits in the ways of the blade. Upon the battlefield, these singular warriors set a merciless example to their brothers, singling out the war leaders of the enemy host and cutting them down in brutal duels where only victory matters.",Characters,<b>This model is equipped with:</b> storm bolter; Nemesis force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Brotherhood-Champion
380,Castellan Crowe,GK,13,"Castellan Crowe charges into battle, wreathed in the blinding psychic fire that is the hallmark of his order. Though he will never be fool enough to unlock the forbidden power of the Black Blade of Antwyr, he still wields the captive blade with tremendous skill and strength, using it, his storm bolter and his potent psychic might to cut a path through his foes.",Characters,<b>This model is equipped with:</b> Purifying Flame; storm bolter; Black Blade of Antwyr.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Castellan-Crowe
381,Strike Squad,GK,13,"Strike Squads act as vanguard forces, employing teleport technologies and sorcery to manifest deep within the enemy lines. Once in position, they launch devastating shock assaults against unprepared foes, wielding an arsenal of Nemesis force weaponry, heavy firepower and psychic fury to capture and sorcerously ward vital tactical locations.",Battleline,<b>Every model is equipped with:</b> storm bolter; Nemesis force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Strike-Squad
382,Brotherhood Terminator Squad,GK,13,"Massively armoured, heavily armed and ruthlessly devoted to their sacred duties, Grey Knights Terminators form the indomitable heart of many strike forces. Some squads are accompanied by Apothecaries, whose nartheciums dispense healing salves to staunch grievous wounds, or Ancients who hold aloft finely wrought banners to inspire their battle-brothers in war.",Battleline,<b>Every model is equipped with:</b> storm bolter; Nemesis force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Brotherhood-Terminator-Squad
383,Purifier Squad,GK,13,"The Order of Purifiers epitomise the Grey Knights’ sanctity of purpose. They are incorruptible and fanatical, possessed of an untarnished spirit. Teleported into the heart of daemonic legions, they often fight as a spearhead from where they unleash a cleansing fire that sears the corrupted to ash.",Other,<b>Every model is equipped with:</b> Purifying Flame; storm bolter; Nemesis force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Purifier-Squad
384,Paladin Squad,GK,13,"Even amongst the rarefied ranks of the Grey Knights, Paladins are exceptional warriors whose potent psychic powers intertwine seamlessly with their martial bladework to devastate even the mightiest foes. Often accompanied by Apothecaries or banner-bearing Ancients, they are the favoured bodyguards of Brother-Captains and Grand Masters alike.",Other,<b>Every model is equipped with:</b> storm bolter; Nemesis force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Paladin-Squad
387,Interceptor Squad,GK,13,"Interceptor squads embody the Grey Knights’ ability to respond rapidly to crises and emergent threats. Their teleporters enable them to flicker in and out of realspace, performing short-ranged teleport ’shunts’and bursting from the Warp repeatedly with guns blazing and Nemesis force weapons singing as they butcher the unsuspecting foe.",Other,<b>Every model is equipped with:</b> storm bolter; Nemesis force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Interceptor-Squad
388,Purgation Squad,GK,13,"Providing vital heavy-fire support for the highly mobile assaults favoured by the Grey Knights, Purgation Squads comprise master sharpshooters armed with powerful firearms. Focusing their psychic potential to detect foes concealed in the heaviest cover and even bend their shots through the air to seek their prey, their volleys leave the enemy cowering in abject terror.",Other,<b>Every model is equipped with:</b> storm bolter; Nemesis force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Purgation-Squad
389,Nemesis Dreadknight,GK,13,"Nemesis Dreadknights wield enormous Nemesis force weapons and provide devastating heavy firepower. The lowering psychic presences of their pilots coupled with servo-assisted speed and might enables these exo-suits to stride through ranks of foes like giants, heedless of those who seek to bar their advance.",Other,<b>This model is equipped with:</b> dreadfists.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/grey-knights/Nemesis-Dreadknight
390,Grey Knights Dreadnought,GK,262,,Other,<b>This model is equipped with:</b> assault cannon; storm bolter; Dreadnought combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Grey-Knights-Dreadnought
391,Land Raider,GK,13,"The redoubtable Land Raider is the perfect armoured transport tank for the Grey Knights. Its arsenal of potent firepower is more than enough to mow down hordes of foes and,blast their armour support to scrap even as the Land Raider roars forward to deliver its passengers into the heart of the shell-shocked enemies’ lines.",Other,<b>This model is equipped with:</b> 2 godhammer lascannons; twin heavy bolter; armoured tracks.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 12 <span class=""tooltip00353"" data-tooltip-content=""#tooltip_content00353"" data-tooltip-anchor=""#tooltip_content00353""><span class=""kwb"">GREY</span> <span class=""kwb"">KNIGHTS</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00354"" data-tooltip-content=""#tooltip_content00354"" data-tooltip-anchor=""#tooltip_content00354""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/grey-knights/Land-Raider
392,Land Raider Crusader,GK,13,"Designed for storming defence lines and trenches, the Land Raider Crusader lays down withering anti-personnel fire as it advances. The Grey Knights often employ it to tear through the defenders of ritual sites and halt their diabolical summoning rites.",Other,<b>This model is equipped with:</b> 2 hurricane bolters; twin assault cannon; armoured tracks.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 16 <span class=""tooltip00353"" data-tooltip-content=""#tooltip_content00353"" data-tooltip-anchor=""#tooltip_content00353""><span class=""kwb"">GREY</span> <span class=""kwb"">KNIGHTS</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00354"" data-tooltip-content=""#tooltip_content00354"" data-tooltip-anchor=""#tooltip_content00354""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/grey-knights/Land-Raider-Crusader
393,Land Raider Redeemer,GK,13,"A terror weapon with few equals, the Land Raider Redeemer mounts enormous flamestorm cannons. Those fielded by the Grey Knights project arcs of blinding sanctified flame that ignite the soul and the psyche as well as the physical and make these tanks exceptional tools for rooting supernatural horrors and entrenched heretics out of the densest cover.",Other,<b>This model is equipped with:</b> 2 flamestorm cannons; twin assault cannon; armoured tracks.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 14 <span class=""tooltip00353"" data-tooltip-content=""#tooltip_content00353"" data-tooltip-anchor=""#tooltip_content00353""><span class=""kwb"">GREY</span> <span class=""kwb"">KNIGHTS</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00354"" data-tooltip-content=""#tooltip_content00354"" data-tooltip-anchor=""#tooltip_content00354""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/grey-knights/Land-Raider-Redeemer
395,Razorback,GK,13,"The Razorback is an adaptation of the Rhino that sacrifices some transport capacity for a hull-mounted heavy weapon’s ammunition and power cells, ideal for rapidly transporting elite teams of power-armoured Grey Knights into battle. Razorbacks are thus able to lay down coordinated covering fire as their passengers disembark.",Dedicated Transports,<b>This model is equipped with:</b> twin heavy bolter; armoured tracks.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 6 <span class=""tooltip00353"" data-tooltip-content=""#tooltip_content00353"" data-tooltip-anchor=""#tooltip_content00353""><span class=""kwb"">GREY</span> <span class=""kwb"">KNIGHTS</span> <span class=""kwb"">INFANTRY</span></span> models. It cannot transport <span class=""tooltip00354"" data-tooltip-content=""#tooltip_content00354"" data-tooltip-anchor=""#tooltip_content00354""><span class=""kwb"">TERMINATOR</span></span> models.",FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Razorback
396,Rhino,GK,13,"Dauntless, durable and ruggedly resilient, Rhinos have been the ubiquitous armoured transport of the Space Marines for millennia. Those fielded by the Grey Knights are heavily warded, their hulls shot through with truesilver psychocircuitry that redoubles the protection of the Aegis in their vicinity.",Dedicated Transports,<b>This model is equipped with:</b> storm bolter; armoured tracks.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 12 <span class=""tooltip00353"" data-tooltip-content=""#tooltip_content00353"" data-tooltip-anchor=""#tooltip_content00353""><span class=""kwb"">GREY</span> <span class=""kwb"">KNIGHTS</span> <span class=""kwb"">INFANTRY</span></span> models. It cannot transport <span class=""tooltip00354"" data-tooltip-content=""#tooltip_content00354"" data-tooltip-anchor=""#tooltip_content00354""><span class=""kwb"">TERMINATOR</span></span> models.",FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Rhino
398,Stormraven Gunship,GK,13,"Powerful close-support aircraft, Stormraven Gunships are capable of deploying Grey Knights and even a revered Dreadnought where empyric disturbances prevent teleportation. Resilient and bristling with heavy weapons, Stormravens excel in armoured assaults and the fiery purgations of landing zones.",Other,<b>This model is equipped with:</b> 2 stormstrike missile launchers; twin assault cannon; typhoon missile launcher; armoured hull.,"This model has a <a href=""/wh40k10ed/the-rules/core-rules/#Transport-Capacity"">transport capacity</a> of 12 <span class=""tooltip00353"" data-tooltip-content=""#tooltip_content00353"" data-tooltip-anchor=""#tooltip_content00353""><span class=""kwb"">GREY</span> <span class=""kwb"">KNIGHTS</span> <span class=""kwb"">INFANTRY</span></span> models and 1 <a class=""kwbOne"" href=""/wh40k10ed/factions/grey-knights/Venerable-Dreadnought""><span class=""kwb kwbo"">GREY</span> <span class=""kwb kwbo"">KNIGHTS</span> <span class=""kwb kwbo"">VENERABLE</span> <span class=""kwb kwbo"">DREADNOUGHT</span></a> model. Each <span class=""tooltip00354"" data-tooltip-content=""#tooltip_content00354"" data-tooltip-anchor=""#tooltip_content00354""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/grey-knights/Stormraven-Gunship
399,Brotherhood Techmarine,GK,13,"On those occasions when their duties take them to the battlefield, the Grey Knights’ Techmarines turn all their arcane engineering lore to preserving their Chapter’s irreplaceable war machines. Relying more upon the gifts of the Omnissiah than the psychic talents employed so widely by their brothers, the Techmarines wield potent blades and firearms against the foe.",Characters,<b>This model is equipped with:</b> forge bolter; grav-pistol; Omnissian power axe; servo-arm.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Brotherhood-Techmarine
400,Venerable Dreadnought,GK,13,"The ancient Grey Knights interred within Venerable Dreadnought sarcophagi direct their potent heavy weapons and the blows of their hydraulicfists with time-honed skill. Yet their many centuries of wisdom and experience are most valuable of all, aiding them in commanding strike forces while offering psychic guidance to their battle-brothers.",Characters,<b>This model is equipped with:</b> assault cannon; storm bolter; Dreadnought combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/grey-knights/Venerable-Dreadnought
